asset_id,figure_id,chapter,chapter_title,working_title,visual_type,priority_score,editorial_priority,selection_status,reuse_family,source_plan
F47.03,47.3,47,Nectar Flow,Environmental Controls on Nectar Secretion,decision_flow,6,A_CORE,SELECT_FOR_FINAL_LAYOUT,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-47-illustration-plan.md
F47.04,47.4,47,Nectar Flow,Phenology Rather Than Calendar,timeline,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-47-illustration-plan.md
F47.05,47.5,47,Nectar Flow,Forager Recruitment and Receiver Bees,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-47-illustration-plan.md
F47.06,47.6,47,Nectar Flow,Nectar Ripening,process,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-47-illustration-plan.md
F47.07,47.7,47,Nectar Flow,Typical Scale-Hive Daily Curve,chart_data,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-47-illustration-plan.md
F47.08,47.8,47,Nectar Flow,Scale-Hive Confounders,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-47-illustration-plan.md
F47.09,47.9,47,Nectar Flow,Colony Population Timing Before a Flow,timeline,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-47-illustration-plan.md
F47.10,47.10,47,Nectar Flow,Storage-Space Decision,decision_flow,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-47-illustration-plan.md
F47.11,47.11,47,Nectar Flow,"Flow, Dearth and Robbing Risk",timeline,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-47-illustration-plan.md
F47.12,47.12,47,Nectar Flow,Local Bloom Record Sheet,scientific_illustration,1,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-47-illustration-plan.md
F47.13,47.13,47,Nectar Flow,Varietal-Honey Source Separation,timeline,6,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-47-illustration-plan.md
F48.01,48.1,48,Honey Harvesting,Harvest Readiness Decision Flow,decision_flow,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-48-illustration-plan.md
F48.02,48.2,48,Honey Harvesting,"Capped, Uncapped, and Fresh Nectar",scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-48-illustration-plan.md
F48.03,48.3,48,Honey Harvesting,Honey Refractometer Use,process,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,CLEAN_ZONE_SYSTEM,docs/illustration-plans/chapter-48-illustration-plan.md
F48.04,48.4,48,Honey Harvesting,Representative Moisture Sampling,process,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-48-illustration-plan.md
F48.05,48.5,48,Honey Harvesting,Legal Maximum Versus Operational Target,chart_data,6,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-48-illustration-plan.md
F48.06,48.6,48,Honey Harvesting,Fermentation Risk Factors,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-48-illustration-plan.md
F48.07,48.7,48,Honey Harvesting,Bee-Removal Methods Compared,comparison,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-48-illustration-plan.md
F48.08,48.8,48,Honey Harvesting,Robbing-Safe Harvest Workflow,process,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,CLEAN_ZONE_SYSTEM,docs/illustration-plans/chapter-48-illustration-plan.md
F48.09,48.9,48,Honey Harvesting,Safe Manual Handling of Supers,process,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-48-illustration-plan.md
F48.10,48.10,48,Honey Harvesting,Food-Safe Transport,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-48-illustration-plan.md
F48.11,48.11,48,Honey Harvesting,Traceability Chain,scientific_illustration,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,TRACEABILITY_CHAIN,docs/illustration-plans/chapter-48-illustration-plan.md
F48.12,48.12,48,Honey Harvesting,EU Blend-Origin Traceability Context,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-48-illustration-plan.md
F48.13,48.13,48,Honey Harvesting,Harvest Emergency Responses,scientific_illustration,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-48-illustration-plan.md
F49.01,49.1,49,Honey Extraction,One-Way Honey-Room Workflow,process,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,CLEAN_ZONE_SYSTEM,docs/illustration-plans/chapter-49-illustration-plan.md
F49.02,49.2,49,Honey Extraction,Clean and Dirty Zones,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,CLEAN_ZONE_SYSTEM,docs/illustration-plans/chapter-49-illustration-plan.md
F49.03,49.3,49,Honey Extraction,Uncapping Methods,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-49-illustration-plan.md
F49.04,49.4,49,Honey Extraction,Tangential Versus Radial Extraction,comparison,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-49-illustration-plan.md
F49.05,49.5,49,Honey Extraction,Staged Extraction for Fragile Comb,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-49-illustration-plan.md
F49.06,49.6,49,Honey Extraction,Extractor Balance,comparison,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-49-illustration-plan.md
F49.07,49.7,49,Honey Extraction,Comb Blow-Out Risk,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-49-illustration-plan.md
F49.08,49.8,49,Honey Extraction,Honey Transfer Without Excess Air,comparison,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-49-illustration-plan.md
F49.09,49.9,49,Honey Extraction,Straining Versus Significant Pollen Removal,comparison,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-49-illustration-plan.md
F49.10,49.10,49,Honey Extraction,Settling Tank,technical_cutaway,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-49-illustration-plan.md
F49.11,49.11,49,Honey Extraction,Cleaning and Drying Sequence,process,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-49-illustration-plan.md
F49.12,49.12,49,Honey Extraction,Lot Traceability Through the Line,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,TRACEABILITY_CHAIN,docs/illustration-plans/chapter-49-illustration-plan.md
F49.13,49.13,49,Honey Extraction,Extraction Safety Hazards,process,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-49-illustration-plan.md
F49.14,49.14,49,Honey Extraction,Emergency Response Panels,scientific_illustration,7,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-49-illustration-plan.md
F50.01,50.1,50,Honey Processing,Minimal-Processing Flow,process,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-50-illustration-plan.md
F50.02,50.2,50,Honey Processing,Settling Tank Separation,technical_cutaway,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-50-illustration-plan.md
F50.03,50.3,50,Honey Processing,Straining Versus Legal “Filtered Honey”,comparison,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-50-illustration-plan.md
F50.04,50.4,50,Honey Processing,Time–Temperature Quality Relationship,chart_data,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-50-illustration-plan.md
F50.05,50.5,50,Honey Processing,Uniform Versus Localised Heating,comparison,5,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-50-illustration-plan.md
F50.06,50.6,50,Honey Processing,Drum Liquefaction Temperature Gradient,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-50-illustration-plan.md
F50.07,50.7,50,Honey Processing,Gentle Versus Turbulent Mixing,comparison,5,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-50-illustration-plan.md
F50.08,50.8,50,Honey Processing,Blend Traceability,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-50-illustration-plan.md
F50.09,50.9,50,Honey Processing,Crystallisation Factors,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-50-illustration-plan.md
F50.10,50.10,50,Honey Processing,Moisture-Management Options,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-50-illustration-plan.md
F50.11,50.11,50,Honey Processing,Honey Processing Hazard Map,map_landscape,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-50-illustration-plan.md
F50.12,50.12,50,Honey Processing,HMF and Diastase as Quality Evidence,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-50-illustration-plan.md
F50.13,50.13,50,Honey Processing,Fraud-Prevention Controls,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-50-illustration-plan.md
F50.14,50.14,50,Honey Processing,Unsupported Home “Purity Tests”,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-50-illustration-plan.md
F51.01,51.1,51,Honey Storage,What Changes During Storage,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-51-illustration-plan.md
F51.02,51.2,51,Honey Storage,"Food Safety, Quality, and Shelf Life",scientific_illustration,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-51-illustration-plan.md
F51.03,51.3,51,Honey Storage,Hygroscopicity and Sealing,comparison,5,A_CORE,SELECT_FOR_FINAL_LAYOUT,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-51-illustration-plan.md
F51.04,51.4,51,Honey Storage,Headspace and Condensation,technical_cutaway,5,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-51-illustration-plan.md
F51.05,51.5,51,Honey Storage,Time–Temperature Storage Effect,chart_data,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-51-illustration-plan.md
F51.06,51.6,51,Honey Storage,Crystallisation and Phase Separation,process,5,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-51-illustration-plan.md
F51.07,51.7,51,Honey Storage,Fermentation Versus Surface Foam,comparison,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-51-illustration-plan.md
F51.08,51.8,51,Honey Storage,Bulk Container Options,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-51-illustration-plan.md
F51.09,51.9,51,Honey Storage,Retail Packaging Trade-Offs,comparison,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-51-illustration-plan.md
F51.10,51.10,51,Honey Storage,Warehouse Layout,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-51-illustration-plan.md
F51.11,51.11,51,Honey Storage,FIFO/FEFO and Harvest Age,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-51-illustration-plan.md
F51.12,51.12,51,Honey Storage,Storage Sampling,process,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-51-illustration-plan.md
F51.13,51.13,51,Honey Storage,Quarantine Status System,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-51-illustration-plan.md
F51.14,51.14,51,Honey Storage,Storage Emergency Responses,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-51-illustration-plan.md
F52.01,52.1,52,Comb Honey Production,Comb Honey Product Forms,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-52-illustration-plan.md
F52.02,52.2,52,Comb Honey Production,Fresh Broodless Comb Versus Used Brood Comb,comparison,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-52-illustration-plan.md
F52.03,52.3,52,Comb Honey Production,Colony Preparation Timeline,timeline,12,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-52-illustration-plan.md
F52.04,52.4,52,Comb Honey Production,Comb Honey and Swarm Pressure,comparison,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-52-illustration-plan.md
F52.05,52.5,52,Comb Honey Production,Foundation and Guide Options,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-52-illustration-plan.md
F52.06,52.6,52,Comb Honey Production,Hive Level and Straight Comb,comparison,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-52-illustration-plan.md
F52.07,52.7,52,Comb Honey Production,Section Completion Economics,comparison,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-52-illustration-plan.md
F52.08,52.8,52,Comb Honey Production,Dry and Wet Cappings,comparison,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-52-illustration-plan.md
F52.09,52.9,52,Comb Honey Production,Comb Honey Defect Atlas,scientific_illustration,11,A_CORE,SELECT_FOR_FINAL_LAYOUT,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-52-illustration-plan.md
F52.10,52.10,52,Comb Honey Production,Representative Moisture Assessment,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-52-illustration-plan.md
F52.11,52.11,52,Comb Honey Production,Gentle Bee Removal,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-52-illustration-plan.md
F52.12,52.12,52,Comb Honey Production,Cut-Comb Workflow,process,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,CLEAN_ZONE_SYSTEM,docs/illustration-plans/chapter-52-illustration-plan.md
F52.13,52.13,52,Comb Honey Production,Heat Damage During Transport,comparison,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-52-illustration-plan.md
F52.14,52.14,52,Comb Honey Production,Physical Storage-Pest Control,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-52-illustration-plan.md
F52.15,52.15,52,Comb Honey Production,Traceability Chain,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,TRACEABILITY_CHAIN,docs/illustration-plans/chapter-52-illustration-plan.md
F53.01,53.1,53,Creamed Honey,Controlled Versus Uncontrolled Crystallisation,comparison,5,A_CORE,SELECT_FOR_FINAL_LAYOUT,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-53-illustration-plan.md
F53.02,53.2,53,Creamed Honey,Nucleation and Crystal Growth,comparison,5,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-53-illustration-plan.md
F53.03,53.3,53,Creamed Honey,Dyce-Style Process Principle,process,5,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-53-illustration-plan.md
F53.04,53.4,53,Creamed Honey,Seed Quality,comparison,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-53-illustration-plan.md
F53.05,53.5,53,Creamed Honey,Seed Premix and Tank Mixing,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-53-illustration-plan.md
F53.06,53.6,53,Creamed Honey,Air Incorporation Defects,comparison,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-53-illustration-plan.md
F53.07,53.7,53,Creamed Honey,Setting-Room Temperature Mapping,map_landscape,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-53-illustration-plan.md
F53.08,53.8,53,Creamed Honey,Texture Defect Atlas,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-53-illustration-plan.md
F53.09,53.9,53,Creamed Honey,Phase Separation and Moisture Redistribution,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,HONEY_QUALITY_FAMILY,docs/illustration-plans/chapter-53-illustration-plan.md
F53.10,53.10,53,Creamed Honey,Rework Decision,decision_flow,6,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-53-illustration-plan.md
F53.11,53.11,53,Creamed Honey,Plain Versus Flavoured Product Controls,comparison,7,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-53-illustration-plan.md
F53.12,53.12,53,Creamed Honey,Scale-Up Effects,comparison,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-53-illustration-plan.md
F54.01,54.1,54,Wax Processing,Wax Source Streams,process,11,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-54-illustration-plan.md
F54.02,54.2,54,Wax Processing,New Comb Versus Old Brood Comb,comparison,11,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-54-illustration-plan.md
F54.03,54.3,54,Wax Processing,Rendering Methods Compared,comparison,5,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-54-illustration-plan.md
F54.04,54.4,54,Wax Processing,Water Rendering Separation,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-54-illustration-plan.md
F54.05,54.5,54,Wax Processing,Safe Steam Rendering,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-54-illustration-plan.md
F54.06,54.6,54,Wax Processing,Water and Overheated Wax Hazard,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-54-illustration-plan.md
F54.07,54.7,54,Wax Processing,Safe Wax Workstation,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-54-illustration-plan.md
F54.08,54.8,54,Wax Processing,Coarse and Fine Physical Filtration,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-54-illustration-plan.md
F54.09,54.9,54,Wax Processing,Wax Block Cooling,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-54-illustration-plan.md
F54.10,54.10,54,Wax Processing,Mass Balance,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-54-illustration-plan.md
F54.11,54.11,54,Wax Processing,Processing Is Not Chemical Purification,process,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-54-illustration-plan.md
F54.12,54.12,54,Wax Processing,End-Use Decision,decision_flow,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-54-illustration-plan.md
F54.13,54.13,54,Wax Processing,Authenticity Testing,chart_data,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-54-illustration-plan.md
F54.14,54.14,54,Wax Processing,Emergency Response Panels,scientific_illustration,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-54-illustration-plan.md
F55.01,55.1,55,Beeswax,Wax Production by a Worker Bee,anatomical,8,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-55-illustration-plan.md
F55.02,55.2,55,Beeswax,Wax Source Streams,decision_flow,10,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-55-illustration-plan.md
F55.03,55.3,55,Beeswax,New Comb Versus Old Brood Comb,comparison,9,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-55-illustration-plan.md
F55.04,55.4,55,Beeswax,Lipophilic Residue Accumulation,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-55-illustration-plan.md
F55.05,55.5,55,Beeswax,Rendering Methods Compared,comparison,5,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,,docs/illustration-plans/chapter-55-illustration-plan.md
F55.06,55.6,55,Beeswax,Water Rendering Separation,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-55-illustration-plan.md
F55.07,55.7,55,Beeswax,Safe Molten-Wax Workstation,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-55-illustration-plan.md
F55.08,55.8,55,Beeswax,Wax Fire and Water Hazard,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-55-illustration-plan.md
F55.09,55.9,55,Beeswax,Coarse and Fine Physical Filtration,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-55-illustration-plan.md
F55.10,55.10,55,Beeswax,Wax Block Cooling and Shrinkage,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-55-illustration-plan.md
F55.11,55.11,55,Beeswax,End-Use Quality Ladder,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-55-illustration-plan.md
F55.12,55.12,55,Beeswax,Beeswax Adulteration,chart_data,4,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-55-illustration-plan.md
F55.13,55.13,55,Beeswax,EU E901 Context,scientific_illustration,3,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-55-illustration-plan.md
F55.14,55.14,55,Beeswax,Wax Lot Traceability,scientific_illustration,7,B_SUPPORTING,SELECT_IF_LAYOUT_ALLOWS,TRACEABILITY_CHAIN,docs/illustration-plans/chapter-55-illustration-plan.md
F56.01,56.1,56,Pollen,From Flower to Pollen Pellet,scientific_illustration,5,C_OPTIONAL_MERGE,MERGE_CROSS_REFERENCE_OR_OMIT_UNLESS_NEEDED,,docs/illustration-plans/chapter-56-illustration-plan.md
F56.02,56.2,56,Pollen,Pollen in Colony Nutrition,anatomical,10,A_CORE,SELECT_FOR_FINAL_LAYOUT,,docs/illustration-plans/chapter-56-illustration-plan.md
