asset_id,figure_id,chapter,chapter_title,part,working_title,visual_type,production_status,rights_status,accuracy_status,recommended_print_size,source_plan
F60.06,60.6,60,Starting a Beekeeping Business,VIII — Beekeeping Business,Poor / Expected / Strong Season Scenarios,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-60-illustration-plan.md
F60.07,60.7,60,Starting a Beekeeping Business,VIII — Beekeeping Business,Unit Economics,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-60-illustration-plan.md
F60.08,60.8,60,Starting a Beekeeping Business,VIII — Beekeeping Business,Break-Even,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-60-illustration-plan.md
F60.09,60.9,60,Starting a Beekeeping Business,VIII — Beekeeping Business,Compliance Map,map_landscape,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-60-illustration-plan.md
F60.10,60.10,60,Starting a Beekeeping Business,VIII — Beekeeping Business,EU/Irish 2026 Example,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-60-illustration-plan.md
F60.11,60.11,60,Starting a Beekeeping Business,VIII — Beekeeping Business,Scaling Stages,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-60-illustration-plan.md
F60.12,60.12,60,Starting a Beekeeping Business,VIII — Beekeeping Business,Risk Matrix,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-60-illustration-plan.md
F60.13,60.13,60,Starting a Beekeeping Business,VIII — Beekeeping Business,Start-Up Sequence,map_landscape,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-60-illustration-plan.md
F61.01,61.1,61,Equipment Costs,VIII — Beekeeping Business,Equipment System by Product Flow,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-61-illustration-plan.md
F61.02,61.2,61,Equipment Costs,VIII — Beekeeping Business,Purchase Price Versus Total Cost of Ownership,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-61-illustration-plan.md
F61.03,61.3,61,Equipment Costs,VIII — Beekeeping Business,Capacity Bottleneck Example,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-61-illustration-plan.md
F61.04,61.4,61,Equipment Costs,VIII — Beekeeping Business,Extractor Throughput,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-61-illustration-plan.md
F61.05,61.5,61,Equipment Costs,VIII — Beekeeping Business,Manual Versus Mechanised Cost Trade-Off,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-61-illustration-plan.md
F61.06,61.6,61,Equipment Costs,VIII — Beekeeping Business,Used Equipment Risk Check,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-61-illustration-plan.md
F61.07,61.7,61,Equipment Costs,VIII — Beekeeping Business,Buy / Rent / Share / Outsource Decision,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-61-illustration-plan.md
F61.08,61.8,61,Equipment Costs,VIII — Beekeeping Business,Depreciation and Replacement Reserve,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-61-illustration-plan.md
F61.09,61.9,61,Equipment Costs,VIII — Beekeeping Business,Labour-Saving Investment,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-61-illustration-plan.md
F61.10,61.10,61,Equipment Costs,VIII — Beekeeping Business,Commercial Honey-Room Capacity Map,map_landscape,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-61-illustration-plan.md
F61.11,61.11,61,Equipment Costs,VIII — Beekeeping Business,Critical Spares,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-61-illustration-plan.md
F61.12,61.12,61,Equipment Costs,VIII — Beekeeping Business,Cold-Chain Equipment,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-61-illustration-plan.md
F61.13,61.13,61,Equipment Costs,VIII — Beekeeping Business,Costing Worksheet,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-61-illustration-plan.md
F62.01,62.1,62,Marketing,VIII — Beekeeping Business,Marketing System,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-62-illustration-plan.md
F62.02,62.2,62,Marketing,VIII — Beekeeping Business,Customer Segments by Need,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-62-illustration-plan.md
F62.03,62.3,62,Marketing,VIII — Beekeeping Business,Value Proposition,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-62-illustration-plan.md
F62.04,62.4,62,Marketing,VIII — Beekeeping Business,Product Portfolio and SKU Complexity,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-62-illustration-plan.md
F62.05,62.5,62,Marketing,VIII — Beekeeping Business,Sales Channels Compared,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-62-illustration-plan.md
F62.06,62.6,62,Marketing,VIII — Beekeeping Business,Origin as Marketing Evidence,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-62-illustration-plan.md
F62.07,62.7,62,Marketing,VIII — Beekeeping Business,Floral Claim Evidence,map_landscape,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-62-illustration-plan.md
F62.08,62.8,62,Marketing,VIII — Beekeeping Business,Health-Claim Boundary,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-62-illustration-plan.md
F62.09,62.9,62,Marketing,VIII — Beekeeping Business,Distance-Selling Product Page,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-62-illustration-plan.md
F62.10,62.10,62,Marketing,VIII — Beekeeping Business,Marketing Metrics Funnel,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-62-illustration-plan.md
F62.11,62.11,62,Marketing,VIII — Beekeeping Business,Wholesale Sell Sheet,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-62-illustration-plan.md
F62.12,62.12,62,Marketing,VIII — Beekeeping Business,90-Day Marketing Test,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-62-illustration-plan.md
F62.13,62.13,62,Marketing,VIII — Beekeeping Business,Complaint to Improvement Loop,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-62-illustration-plan.md
F63.01,63.1,63,Branding,VIII — Beekeeping Business,Brand Is More Than a Logo,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-63-illustration-plan.md
F63.02,63.2,63,Branding,VIII — Beekeeping Business,Name / Company / Domain / Social / Trade Mark,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-63-illustration-plan.md
F63.03,63.3,63,Branding,VIII — Beekeeping Business,Brand Naming Funnel,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-63-illustration-plan.md
F63.04,63.4,63,Branding,VIII — Beekeeping Business,Positioning Map,map_landscape,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-63-illustration-plan.md
F63.05,63.5,63,Branding,VIII — Beekeeping Business,Brand Proof Pyramid,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-63-illustration-plan.md
F63.06,63.6,63,Branding,VIII — Beekeeping Business,Visual Identity System,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-63-illustration-plan.md
F63.07,63.7,63,Branding,VIII — Beekeeping Business,Small-Surface Test,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-63-illustration-plan.md
F63.08,63.8,63,Branding,VIII — Beekeeping Business,Packaging Information Hierarchy,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-63-illustration-plan.md
F63.09,63.9,63,Branding,VIII — Beekeeping Business,Brand Architecture,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-63-illustration-plan.md
F63.10,63.10,63,Branding,VIII — Beekeeping Business,Claim Library,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-63-illustration-plan.md
F63.11,63.11,63,Branding,VIII — Beekeeping Business,Truthful Origin Cues,map_landscape,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-63-illustration-plan.md
F63.12,63.12,63,Branding,VIII — Beekeeping Business,Digital Brand Asset Security,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-63-illustration-plan.md
F63.13,63.13,63,Branding,VIII — Beekeeping Business,Rebrand Cost Map,map_landscape,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-63-illustration-plan.md
F63.14,63.14,63,Branding,VIII — Beekeeping Business,Brand Equity Measures,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-63-illustration-plan.md
F64.01,64.1,64,Online Sales,VIII — Beekeeping Business,Online Sales System,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F64.02,64.2,64,Online Sales,VIII — Beekeeping Business,Channel Options,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F64.03,64.3,64,Online Sales,VIII — Beekeeping Business,EU Distance-Selling Food Information,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F64.04,64.4,64,Online Sales,VIII — Beekeeping Business,Online Product Page Anatomy,anatomical,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F64.05,64.5,64,Online Sales,VIII — Beekeeping Business,Quality Release to Inventory,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F64.06,64.6,64,Online Sales,VIII — Beekeeping Business,Order-to-Lot Traceability,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F64.07,64.7,64,Online Sales,VIII — Beekeeping Business,Shipping Cost Stack,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F64.08,64.8,64,Online Sales,VIII — Beekeeping Business,Glass Jar Packaging,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F64.09,64.9,64,Online Sales,VIII — Beekeeping Business,Product-Specific Shipping,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F64.10,64.10,64,Online Sales,VIII — Beekeeping Business,Cyber Security Basics,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F64.11,64.11,64,Online Sales,VIII — Beekeeping Business,Privacy and Marketing Data,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F64.12,64.12,64,Online Sales,VIII — Beekeeping Business,E-Commerce Economics Funnel,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F64.13,64.13,64,Online Sales,VIII — Beekeeping Business,Online Store Build Sequence,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F64.14,64.14,64,Online Sales,VIII — Beekeeping Business,Recall Path,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-64-illustration-plan.md
F65.01,65.1,65,Farmers Markets,VIII — Beekeeping Business,Farmers-Market Business Model,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-65-illustration-plan.md
F65.02,65.2,65,Farmers Markets,VIII — Beekeeping Business,Market-Day Contribution,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-65-illustration-plan.md
F65.03,65.3,65,Farmers Markets,VIII — Beekeeping Business,Safe Stall Layout,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-65-illustration-plan.md
F65.04,65.4,65,Farmers Markets,VIII — Beekeeping Business,Canopy and Weather Safety,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-65-illustration-plan.md
F65.05,65.5,65,Farmers Markets,VIII — Beekeeping Business,Product Display Hierarchy,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-65-illustration-plan.md
F65.06,65.6,65,Farmers Markets,VIII — Beekeeping Business,Sampling Hygiene Workflow,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-65-illustration-plan.md
F65.07,65.7,65,Farmers Markets,VIII — Beekeeping Business,Glass Breakage Response,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-65-illustration-plan.md
F65.08,65.8,65,Farmers Markets,VIII — Beekeeping Business,Lot Traceability at a Temporary Stall,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-65-illustration-plan.md
F65.09,65.9,65,Farmers Markets,VIII — Beekeeping Business,Market Performance Dashboard,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-65-illustration-plan.md
F65.10,65.10,65,Farmers Markets,VIII — Beekeeping Business,Market Comparison Matrix,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-65-illustration-plan.md
F65.11,65.11,65,Farmers Markets,VIII — Beekeeping Business,Customer-Question Feedback Loop,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-65-illustration-plan.md
F65.12,65.12,65,Farmers Markets,VIII — Beekeeping Business,Open-Food Risk Versus Sealed Product,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-65-illustration-plan.md
F65.13,65.13,65,Farmers Markets,VIII — Beekeeping Business,Market-Day Timeline,timeline,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-65-illustration-plan.md
F66.01,66.1,66,Food Safety,VIII — Beekeeping Business,Hive-to-Consumer Food-Safety Chain,process,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-66-illustration-plan.md
F66.02,66.2,66,Food Safety,VIII — Beekeeping Business,Four Hazard Categories,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-66-illustration-plan.md
F66.03,66.3,66,Food Safety,VIII — Beekeeping Business,Product-Risk Comparison,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-66-illustration-plan.md
F66.04,66.4,66,Food Safety,VIII — Beekeeping Business,Prerequisite Programmes Supporting HACCP,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-66-illustration-plan.md
F66.05,66.5,66,Food Safety,VIII — Beekeeping Business,HACCP Decision Cycle,decision_flow,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-66-illustration-plan.md
F66.06,66.6,66,Food Safety,VIII — Beekeeping Business,Honey-Room Hygiene Zoning,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-66-illustration-plan.md
F66.07,66.7,66,Food Safety,VIII — Beekeeping Business,Cleaning Versus Sanitation,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-66-illustration-plan.md
F66.08,66.8,66,Food Safety,VIII — Beekeeping Business,Glass Breakage Response,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-66-illustration-plan.md
F66.09,66.9,66,Food Safety,VIII — Beekeeping Business,Product-Specific Controls,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-66-illustration-plan.md
F66.10,66.10,66,Food Safety,VIII — Beekeeping Business,HOLD / RELEASED / REJECTED,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-66-illustration-plan.md
F66.11,66.11,66,Food Safety,VIII — Beekeeping Business,Recall Triangle,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-66-illustration-plan.md
F66.12,66.12,66,Food Safety,VIII — Beekeeping Business,Mock Recall Dashboard,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-66-illustration-plan.md
F67.01,67.1,67,Traceability,VIII — Beekeeping Business,Backward and Forward Traceability,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-67-illustration-plan.md
F67.02,67.2,67,Traceability,VIII — Beekeeping Business,One Step Back / One Step Forward,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-67-illustration-plan.md
F67.03,67.3,67,Traceability,VIII — Beekeeping Business,Internal Lot Architecture,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-67-illustration-plan.md
F67.04,67.4,67,Traceability,VIII — Beekeeping Business,Example Lot-Code System,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-67-illustration-plan.md
F67.05,67.5,67,Traceability,VIII — Beekeeping Business,Blend Country Percentages,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-67-illustration-plan.md
F67.06,67.6,67,Traceability,VIII — Beekeeping Business,Mass-Balance Equation,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-67-illustration-plan.md
F67.07,67.7,67,Traceability,VIII — Beekeeping Business,Farmers-Market Lot Reconciliation,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-67-illustration-plan.md
F67.08,67.8,67,Traceability,VIII — Beekeeping Business,Online Order-to-Lot Link,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-67-illustration-plan.md
F67.09,67.9,67,Traceability,VIII — Beekeeping Business,Retained Sample and Chain of Custody,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-67-illustration-plan.md
F67.10,67.10,67,Traceability,VIII — Beekeeping Business,Mock Recall Dashboard,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-67-illustration-plan.md
F67.11,67.11,67,Traceability,VIII — Beekeeping Business,Label Version Control,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-67-illustration-plan.md
F67.12,67.12,67,Traceability,VIII — Beekeeping Business,Digital Traceability Resilience,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-67-illustration-plan.md
F68.01,68.1,68,Legal Requirements,VIII — Beekeeping Business,Beekeeping Compliance Map,map_landscape,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-68-illustration-plan.md
F68.02,68.2,68,Legal Requirements,VIII — Beekeeping Business,Compliance Matrix Example,chart_data,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column-or-full-page,docs/illustration-plans/chapter-68-illustration-plan.md
F68.03,68.3,68,Legal Requirements,VIII — Beekeeping Business,Registration / Approval / Licence / Notification / Certification,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-68-illustration-plan.md
F68.04,68.4,68,Legal Requirements,VIII — Beekeeping Business,Primary Production Versus Processing/Packing,comparison,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,double-column,docs/illustration-plans/chapter-68-illustration-plan.md
F68.05,68.5,68,Legal Requirements,VIII — Beekeeping Business,Honey Label Compliance Layers,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-68-illustration-plan.md
F68.06,68.6,68,Legal Requirements,VIII — Beekeeping Business,EU 2026 Blend-Origin Record Path,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-68-illustration-plan.md
F68.07,68.7,68,Legal Requirements,VIII — Beekeeping Business,Online Sale Legal Layers,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-68-illustration-plan.md
F68.08,68.8,68,Legal Requirements,VIII — Beekeeping Business,Bee Health and Medicine Compliance,scientific_illustration,BRIEF_READY,TO_BE_CREATED_OR_COMMISSIONED,PENDING_ASSET_REVIEW,single-or-double-column,docs/illustration-plans/chapter-68-illustration-plan.md
